,TimeISO,01'HZ00'V100_Aussentemp.,01'Rl02'M101_Sollwert_Raumtemp.Aula_Tableau,01'H200'M800_Aula_RT.-unten,01'H200'M801_Aula_RT.-oben
2/2/2016 02:00,2016-02-02T02:00:00,10.19666667,22.71,28.86333333,19.00083333
2/2/2016 03:00,2016-02-02T03:00:00,10.44916667,22.71,28.79083333,18.89166667
2/2/2016 04:00,2016-02-02T04:00:00,10.5525,22.71,28.73583333,18.80083333
2/2/2016 05:00,2016-02-02T05:00:00,10.5925,22.71416667,28.68583333,18.79
2/2/2016 06:00,2016-02-02T06:00:00,10.5875,22.72,28.79666667,19.0975
2/2/2016 07:00,2016-02-02T07:00:00,10.635,22.72083333,28.92083333,19.76583333
2/2/2016 08:00,2016-02-02T08:00:00,10.7025,22.72,28.98833333,20.05583333
2/2/2016 09:00,2016-02-02T09:00:00,11.01583333,22.72416667,29.58,20.33166667
2/2/2016 10:00,2016-02-02T10:00:00,11.44583333,22.73,30.04416667,20.70166667
2/2/2016 11:00,2016-02-02T11:00:00,12.03083333,22.73,30.24083333,20.88416667
2/2/2016 12:00,2016-02-02T12:00:00,12.14166667,22.73,30.07833333,20.8625
2/2/2016 13:00,2016-02-02T13:00:00,12.19416667,22.73,29.81333333,20.71083333
2/2/2016 14:00,2016-02-02T14:00:00,12.99833333,22.73,29.86166667,20.71333333
2/2/2016 15:00,2016-02-02T15:00:00,13.4075,22.73,30.1075,20.84083333
2/2/2016 16:00,2016-02-02T16:00:00,13.05666667,22.73,30.2025,20.88083333
2/2/2016 17:00,2016-02-02T17:00:00,12.37333333,22.73,29.89666667,20.8375
2/2/2016 18:00,2016-02-02T18:00:00,11.8775,22.72416667,29.665,20.715
2/2/2016 19:00,2016-02-02T19:00:00,11.30333333,22.71,29.57416667,20.6225
2/2/2016 20:00,2016-02-02T20:00:00,11.1125,22.70333333,29.51583333,20.55583333
2/2/2016 21:00,2016-02-02T21:00:00,10.73416667,22.70333333,29.38666667,20.31833333
2/2/2016 22:00,2016-02-02T22:00:00,10.765,22.70916667,29.26833333,19.86083333
2/2/2016 23:00,2016-02-02T23:00:00,10.72166667,22.705,29.1725,19.56833333
3/2/2016 00:00,2016-02-03T00:00:00,7.556666667,22.7,29.10416667,19.41666667
3/2/2016 01:00,2016-02-03T01:00:00,7.106666667,22.7025,29.03,19.27833333
3/2/2016 02:00,2016-02-03T02:00:00,7.075833333,22.70583333,28.9675,19.14333333
3/2/2016 03:00,2016-02-03T03:00:00,6.9425,22.7025,28.91083333,19.03166667
3/2/2016 04:00,2016-02-03T04:00:00,6.7425,22.70666667,28.8525,18.92583333
3/2/2016 05:00,2016-02-03T05:00:00,6.483333333,22.70916667,28.79083333,18.89
3/2/2016 06:00,2016-02-03T06:00:00,6.2275,22.71,28.78083333,19.09333333
3/2/2016 07:00,2016-02-03T07:00:00,6.259166667,22.70916667,28.8425,19.68166667
3/2/2016 08:00,2016-02-03T08:00:00,6.245,22.70833333,28.90833333,19.8875
3/2/2016 09:00,2016-02-03T09:00:00,6.353333333,22.70916667,29.35583333,20.23916667
3/2/2016 10:00,2016-02-03T10:00:00,6.474166667,22.71,29.64916667,20.5375
3/2/2016 11:00,2016-02-03T11:00:00,6.93,22.71,29.54416667,20.46416667
3/2/2016 12:00,2016-02-03T12:00:00,7.185833333,22.71,29.7225,20.63
3/2/2016 13:00,2016-02-03T13:00:00,7.299166667,22.7125,29.73,20.64916667
3/2/2016 14:00,2016-02-03T14:00:00,6.525,22.71583333,29.75166667,20.71
3/2/2016 15:00,2016-02-03T15:00:00,5.519166667,22.71,30.04,20.955
3/2/2016 16:00,2016-02-03T16:00:00,3.8575,22.7125,29.955,20.92083333
3/2/2016 17:00,2016-02-03T17:00:00,4.228333333,22.71166667,29.69583333,20.7625
3/2/2016 18:00,2016-02-03T18:00:00,3.8825,22.70833333,29.4875,20.5825
3/2/2016 19:00,2016-02-03T19:00:00,3.635,22.7,29.35083333,20.26583333
3/2/2016 20:00,2016-02-03T20:00:00,3.383333333,22.7,29.20666667,19.61916667
3/2/2016 21:00,2016-02-03T21:00:00,3.183333333,22.7,29.0775,19.235
3/2/2016 22:00,2016-02-03T22:00:00,3.565833333,22.70416667,28.96833333,19.0225
3/2/2016 23:00,2016-02-03T23:00:00,3.2525,22.71,28.87,18.83
4/2/2016 00:00,2016-02-04T00:00:00,2.868333333,22.71,28.77416667,18.6775
4/2/2016 01:00,2016-02-04T01:00:00,2.9575,22.71,28.72666667,18.69166667
4/2/2016 02:00,2016-02-04T02:00:00,3.608333333,22.71,28.67916667,18.72583333
4/2/2016 03:00,2016-02-04T03:00:00,3.5275,22.71,28.6375,18.76666667
4/2/2016 04:00,2016-02-04T04:00:00,3.875833333,22.71,28.585,18.77083333
4/2/2016 05:00,2016-02-04T05:00:00,3.891666667,22.71416667,28.5475,18.69916667
4/2/2016 06:00,2016-02-04T06:00:00,4.0925,22.715,28.55666667,18.81666667
4/2/2016 07:00,2016-02-04T07:00:00,3.928333333,22.71,28.63916667,19.515
4/2/2016 08:00,2016-02-04T08:00:00,3.455,22.70916667,28.72666667,19.63666667
4/2/2016 09:00,2016-02-04T09:00:00,3.6725,22.71333333,29.165,20.01916667
4/2/2016 10:00,2016-02-04T10:00:00,4.685833333,22.72,29.52,20.36666667
4/2/2016 11:00,2016-02-04T11:00:00,5.625,22.72,29.57416667,20.44833333
4/2/2016 12:00,2016-02-04T12:00:00,6.248333333,22.72,29.8,20.62666667
4/2/2016 13:00,2016-02-04T13:00:00,5.689166667,22.71583333,29.55333333,20.48166667
4/2/2016 14:00,2016-02-04T14:00:00,5.4075,22.71333333,29.5825,20.54416667
4/2/2016 15:00,2016-02-04T15:00:00,5.153333333,22.71083333,29.83,20.695
4/2/2016 16:00,2016-02-04T16:00:00,5.24,22.71416667,29.85083333,20.7225
4/2/2016 17:00,2016-02-04T17:00:00,4.551666667,22.7125,29.575,20.5625
4/2/2016 18:00,2016-02-04T18:00:00,4.590833333,22.70666667,29.52916667,20.50666667
4/2/2016 19:00,2016-02-04T19:00:00,4.970833333,22.7,29.53,20.07083333
4/2/2016 20:00,2016-02-04T20:00:00,5.215833333,22.7,29.28083333,19.45416667
4/2/2016 21:00,2016-02-04T21:00:00,5.341666667,22.7,29.06083333,19.11166667
4/2/2016 22:00,2016-02-04T22:00:00,5.610833333,22.7,28.91333333,18.90333333
4/2/2016 23:00,2016-02-04T23:00:00,5.953333333,22.7,28.78,18.71666667
5/2/2016 00:00,2016-02-05T00:00:00,5.685,22.7,28.7125,18.67083333
5/2/2016 01:00,2016-02-05T01:00:00,5.161666667,22.7,28.6525,18.73083333
5/2/2016 02:00,2016-02-05T02:00:00,5.164166667,22.7,28.59333333,18.7175
5/2/2016 03:00,2016-02-05T03:00:00,4.871666667,22.7,28.53583333,18.72333333
5/2/2016 04:00,2016-02-05T04:00:00,4.995,22.7,28.4925,18.8025
5/2/2016 05:00,2016-02-05T05:00:00,5.399166667,22.70416667,28.4425,18.73833333
5/2/2016 06:00,2016-02-05T06:00:00,5.529166667,22.71,28.49416667,18.87333333
5/2/2016 07:00,2016-02-05T07:00:00,5.595833333,22.70916667,28.58833333,19.5675
5/2/2016 08:00,2016-02-05T08:00:00,5.6625,22.7075,28.65416667,19.78583333
5/2/2016 09:00,2016-02-05T09:00:00,5.825,22.71,29.05333333,20.10833333
5/2/2016 10:00,2016-02-05T10:00:00,6.4175,22.71,29.3275,20.3525
5/2/2016 11:00,2016-02-05T11:00:00,7.515833333,22.71,29.33166667,20.3875
5/2/2016 12:00,2016-02-05T12:00:00,8.636666667,22.71416667,29.62666667,20.53416667
5/2/2016 13:00,2016-02-05T13:00:00,10.14666667,22.71916667,29.67166667,20.56916667
5/2/2016 14:00,2016-02-05T14:00:00,11.0275,22.72,29.64333333,20.42916667
5/2/2016 15:00,2016-02-05T15:00:00,10.9275,22.71583333,29.84416667,20.57833333
5/2/2016 16:00,2016-02-05T16:00:00,11.045,22.71916667,29.88416667,20.61
5/2/2016 17:00,2016-02-05T17:00:00,10.30416667,22.72,29.55166667,20.54083333
5/2/2016 18:00,2016-02-05T18:00:00,9.1,22.71083333,29.42,20.5125
5/2/2016 19:00,2016-02-05T19:00:00,8.115833333,22.7,29.275,20.36666667
5/2/2016 20:00,2016-02-05T20:00:00,7.1625,22.7,29.1875,20.24333333
5/2/2016 21:00,2016-02-05T21:00:00,6.761666667,22.7025,29.10666667,20.12083333
5/2/2016 22:00,2016-02-05T22:00:00,6.333333333,22.71,29.03666667,20.09
5/2/2016 23:00,2016-02-05T23:00:00,5.816666667,22.71,28.98416667,19.98916667
6/2/2016 00:00,2016-02-06T00:00:00,5.301666667,22.71,28.93583333,20.02166667
6/2/2016 01:00,2016-02-06T01:00:00,5.015833333,22.71,28.89,20.02083333
6/2/2016 02:00,2016-02-06T02:00:00,4.761666667,22.70833333,28.8425,19.95666667
6/2/2016 03:00,2016-02-06T03:00:00,4.4175,22.7075,28.8,19.97166667
6/2/2016 04:00,2016-02-06T04:00:00,4.311666667,22.71,28.7625,19.985
6/2/2016 05:00,2016-02-06T05:00:00,4.524166667,22.71,28.72916667,19.87916667
6/2/2016 06:00,2016-02-06T06:00:00,4.65,22.71,28.685,19.70583333
6/2/2016 07:00,2016-02-06T07:00:00,4.709166667,22.70916667,28.60583333,19.38916667
6/2/2016 08:00,2016-02-06T08:00:00,5.231666667,22.70916667,28.5225,19.05833333
6/2/2016 09:00,2016-02-06T09:00:00,5.5775,22.71,28.4575,18.71583333
6/2/2016 10:00,2016-02-06T10:00:00,6.4275,22.71,28.4,18.83833333
6/2/2016 11:00,2016-02-06T11:00:00,8.854166667,22.7125,28.3675,18.67666667
6/2/2016 12:00,2016-02-06T12:00:00,11.42333333,22.71833333,28.3475,18.7075
6/2/2016 13:00,2016-02-06T13:00:00,12.83,22.72,28.3375,18.68166667
6/2/2016 14:00,2016-02-06T14:00:00,13.57666667,22.72,28.325,18.68916667
6/2/2016 15:00,2016-02-06T15:00:00,13.64083333,22.7175,28.31166667,18.67833333
6/2/2016 16:00,2016-02-06T16:00:00,12.88666667,22.7175,28.30166667,18.69666667
6/2/2016 17:00,2016-02-06T17:00:00,11.72916667,22.71666667,28.28166667,18.67166667
6/2/2016 18:00,2016-02-06T18:00:00,10.10166667,22.715,28.26,18.74
6/2/2016 19:00,2016-02-06T19:00:00,8.683333333,22.71,28.27,18.96166667
6/2/2016 20:00,2016-02-06T20:00:00,7.926666667,22.7075,28.285,19.07583333
6/2/2016 21:00,2016-02-06T21:00:00,7.536666667,22.70083333,28.29666667,19.18333333
6/2/2016 22:00,2016-02-06T22:00:00,7.380833333,22.70833333,28.3,19.2425
6/2/2016 23:00,2016-02-06T23:00:00,6.589166667,22.7,28.29666667,19.31916667
7/2/2016 00:00,2016-02-07T00:00:00,6.089166667,22.70083333,28.295,19.37916667
7/2/2016 01:00,2016-02-07T01:00:00,5.655833333,22.7075,28.285,19.43166667
7/2/2016 02:00,2016-02-07T02:00:00,5.484166667,22.70666667,28.27,19.37
7/2/2016 03:00,2016-02-07T03:00:00,6.095833333,22.70666667,28.25,19.35666667
7/2/2016 04:00,2016-02-07T04:00:00,5.376666667,22.71,28.23666667,19.33666667
7/2/2016 05:00,2016-02-07T05:00:00,4.985,22.71,28.2225,19.25
7/2/2016 06:00,2016-02-07T06:00:00,5.1,22.71,28.195,19.27
7/2/2016 07:00,2016-02-07T07:00:00,5.029166667,22.71,28.18166667,19.28
7/2/2016 08:00,2016-02-07T08:00:00,4.791666667,22.71,28.175,19.36166667
7/2/2016 09:00,2016-02-07T09:00:00,4.9625,22.70333333,28.155,19.32833333
7/2/2016 10:00,2016-02-07T10:00:00,5.485,22.70166667,28.13166667,19.22166667
7/2/2016 11:00,2016-02-07T11:00:00,6.6775,22.70583333,28.12,19.15666667
7/2/2016 12:00,2016-02-07T12:00:00,7.595,22.71,28.095,19.135
7/2/2016 13:00,2016-02-07T13:00:00,8.9175,22.71083333,28.1,18.96416667
7/2/2016 14:00,2016-02-07T14:00:00,9.24,22.71083333,28.07416667,18.97
7/2/2016 15:00,2016-02-07T15:00:00,8.606666667,22.71416667,28.05,19.01166667
7/2/2016 16:00,2016-02-07T16:00:00,8.785,22.71,28.05,18.95833333
7/2/2016 17:00,2016-02-07T17:00:00,8.668333333,22.7125,28.04666667,18.97916667
7/2/2016 18:00,2016-02-07T18:00:00,8.1275,22.71416667,28.04,18.9925
7/2/2016 19:00,2016-02-07T19:00:00,7.678333333,22.71666667,28.03833333,19.045
7/2/2016 20:00,2016-02-07T20:00:00,7.415833333,22.71,28.03666667,19.15916667
7/2/2016 21:00,2016-02-07T21:00:00,7.295833333,22.71166667,28.03,19.185
7/2/2016 22:00,2016-02-07T22:00:00,6.985,22.71833333,28.0275,19.17916667
7/2/2016 23:00,2016-02-07T23:00:00,6.670833333,22.71833333,28.0275,19.215
8/2/2016 00:00,2016-02-08T00:00:00,6.3425,22.72,28.02,19.175
8/2/2016 01:00,2016-02-08T01:00:00,6.055833333,22.7225,28.005,19.1975
8/2/2016 02:00,2016-02-08T02:00:00,5.9125,22.72333333,28.0025,19.21166667
8/2/2016 03:00,2016-02-08T03:00:00,5.3075,22.73,27.995,19.28166667
8/2/2016 04:00,2016-02-08T04:00:00,5.400833333,22.7275,27.98333333,19.285
8/2/2016 05:00,2016-02-08T05:00:00,5.901666667,22.7275,27.96,19.26916667
8/2/2016 06:00,2016-02-08T06:00:00,6.523333333,22.73,28.0225,19.35833333
8/2/2016 07:00,2016-02-08T07:00:00,6.919166667,22.73,28.07666667,19.41833333
8/2/2016 08:00,2016-02-08T08:00:00,6.933333333,22.72916667,28.1325,19.4425
8/2/2016 09:00,2016-02-08T09:00:00,8.074166667,22.715,28.32083333,19.515
8/2/2016 10:00,2016-02-08T10:00:00,8.853333333,22.70333333,28.91166667,19.95583333
8/2/2016 11:00,2016-02-08T11:00:00,10.435,22.7,29.2225,20.18166667
8/2/2016 12:00,2016-02-08T12:00:00,11.72333333,22.72,29.425,20.32166667
8/2/2016 13:00,2016-02-08T13:00:00,12.96416667,22.73,29.30166667,20.25666667
8/2/2016 14:00,2016-02-08T14:00:00,12.28,22.72916667,29.24666667,20.285
8/2/2016 15:00,2016-02-08T15:00:00,10.83666667,22.73,29.42666667,20.5125
8/2/2016 16:00,2016-02-08T16:00:00,9.473333333,22.72833333,29.5125,20.62666667
8/2/2016 17:00,2016-02-08T17:00:00,9.590833333,22.72166667,29.34416667,20.54666667
8/2/2016 18:00,2016-02-08T18:00:00,8.37,22.71583333,29.19416667,20.52166667
8/2/2016 19:00,2016-02-08T19:00:00,6.713333333,22.71,28.97833333,20.08833333
8/2/2016 20:00,2016-02-08T20:00:00,6.8575,22.71083333,28.7825,19.56083333
8/2/2016 21:00,2016-02-08T21:00:00,7.154166667,22.71,28.63,19.13666667
8/2/2016 22:00,2016-02-08T22:00:00,7.569166667,22.7175,28.50833333,18.855
8/2/2016 23:00,2016-02-08T23:00:00,7.531666667,22.71416667,28.40916667,18.68916667
9/2/2016 00:00,2016-02-09T00:00:00,7.616666667,22.715,28.3375,18.70666667
9/2/2016 01:00,2016-02-09T01:00:00,7.255833333,22.7175,28.29,18.71333333
9/2/2016 02:00,2016-02-09T02:00:00,7.173333333,22.7125,28.23416667,18.71666667
9/2/2016 03:00,2016-02-09T03:00:00,6.856666667,22.71,28.17333333,18.69416667
9/2/2016 04:00,2016-02-09T04:00:00,7.259166667,22.7175,28.13416667,18.68
9/2/2016 05:00,2016-02-09T05:00:00,7.178333333,22.72416667,28.0975,18.69583333
9/2/2016 06:00,2016-02-09T06:00:00,7.073333333,22.72916667,28.17916667,18.80666667
9/2/2016 07:00,2016-02-09T07:00:00,6.826666667,22.72333333,28.285,19.39083333
9/2/2016 08:00,2016-02-09T08:00:00,6.818333333,22.72166667,28.36166667,19.59416667
9/2/2016 09:00,2016-02-09T09:00:00,7.418333333,22.72,28.41416667,19.7125
9/2/2016 10:00,2016-02-09T10:00:00,8.1275,22.71833333,28.46083333,19.72583333
9/2/2016 11:00,2016-02-09T11:00:00,9.205833333,22.71416667,28.66833333,19.85416667
9/2/2016 12:00,2016-02-09T12:00:00,10.025,22.71,29.135,20.21583333
9/2/2016 13:00,2016-02-09T13:00:00,11.105,22.71333333,29.36166667,20.35666667
9/2/2016 14:00,2016-02-09T14:00:00,10.97833333,22.71,29.47333333,20.36416667
9/2/2016 15:00,2016-02-09T15:00:00,10.0575,22.69916667,29.83083333,20.65666667
9/2/2016 16:00,2016-02-09T16:00:00,10.66333333,22.66833333,29.85166667,20.7625
9/2/2016 17:00,2016-02-09T17:00:00,10.54416667,22.64,29.40166667,20.45916667
9/2/2016 18:00,2016-02-09T18:00:00,10.35083333,22.625,29.16416667,20.36083333
9/2/2016 19:00,2016-02-09T19:00:00,7.124166667,22.65916667,29.075,20.2125
9/2/2016 20:00,2016-02-09T20:00:00,6.701666667,22.7,28.99333333,20.19333333
9/2/2016 21:00,2016-02-09T21:00:00,5.525,22.6525,28.84833333,19.8975
9/2/2016 22:00,2016-02-09T22:00:00,4.251666667,22.6675,28.69833333,19.40583333
9/2/2016 23:00,2016-02-09T23:00:00,3.8075,22.72,28.5675,18.97416667
10/2/2016 00:00,2016-02-10T00:00:00,3.83,22.77666667,28.45416667,18.74083333
10/2/2016 01:00,2016-02-10T01:00:00,3.885833333,22.73416667,28.38166667,18.665
10/2/2016 02:00,2016-02-10T02:00:00,3.4925,22.69333333,28.32916667,18.76666667
10/2/2016 03:00,2016-02-10T03:00:00,3.179166667,22.705,28.28416667,18.7225
10/2/2016 04:00,2016-02-10T04:00:00,3.0175,22.75333333,28.22916667,18.74666667
10/2/2016 05:00,2016-02-10T05:00:00,3.290833333,22.7825,28.18666667,18.69083333
10/2/2016 06:00,2016-02-10T06:00:00,3.5575,22.78166667,28.21916667,18.86166667
10/2/2016 07:00,2016-02-10T07:00:00,3.323333333,22.78166667,28.3175,19.38166667
10/2/2016 08:00,2016-02-10T08:00:00,3.006666667,22.78583333,28.4475,19.63083333
10/2/2016 09:00,2016-02-10T09:00:00,3.163333333,22.79916667,29.12916667,20.1725
10/2/2016 10:00,2016-02-10T10:00:00,4.043333333,22.79,29.7625,20.67416667
10/2/2016 11:00,2016-02-10T11:00:00,5.225833333,22.7475,29.89083333,20.80416667
10/2/2016 12:00,2016-02-10T12:00:00,5.1075,22.73916667,30.39583333,21.1725
10/2/2016 13:00,2016-02-10T13:00:00,5.595,22.79416667,30.5425,21.41083333
10/2/2016 14:00,2016-02-10T14:00:00,5.580833333,22.8,30.33166667,21.30666667
10/2/2016 15:00,2016-02-10T15:00:00,5.924166667,22.8,30.71666667,21.4525
10/2/2016 16:00,2016-02-10T16:00:00,5.728333333,22.8,30.6475,21.40583333
10/2/2016 17:00,2016-02-10T17:00:00,5.329166667,22.8,29.98166667,21.06916667
10/2/2016 18:00,2016-02-10T18:00:00,5.035,22.78916667,29.68583333,20.77416667
10/2/2016 19:00,2016-02-10T19:00:00,4.944166667,22.775,29.43916667,20.24833333
10/2/2016 20:00,2016-02-10T20:00:00,4.783333333,22.77,29.1575,19.485
10/2/2016 21:00,2016-02-10T21:00:00,4.5575,22.76416667,28.92916667,19.12833333
10/2/2016 22:00,2016-02-10T22:00:00,4.513333333,22.7575,28.75166667,18.89916667
10/2/2016 23:00,2016-02-10T23:00:00,4.496666667,22.7475,28.6225,18.69583333
11/2/2016 00:00,2016-02-11T00:00:00,3.765833333,22.74416667,28.53916667,18.6775
11/2/2016 01:00,2016-02-11T01:00:00,3.643333333,22.74166667,28.48166667,18.7425
11/2/2016 02:00,2016-02-11T02:00:00,4.0125,22.74916667,28.41166667,18.69583333
11/2/2016 03:00,2016-02-11T03:00:00,3.9525,22.75666667,28.32833333,18.72416667
11/2/2016 04:00,2016-02-11T04:00:00,3.961666667,22.74916667,28.28833333,18.73
11/2/2016 05:00,2016-02-11T05:00:00,4.048333333,22.74083333,28.23916667,18.67416667
11/2/2016 06:00,2016-02-11T06:00:00,4.031666667,22.7325,28.32916667,18.82666667
11/2/2016 07:00,2016-02-11T07:00:00,4.120833333,22.73,28.43083333,19.48666667
11/2/2016 08:00,2016-02-11T08:00:00,4.205833333,22.7275,28.5025,19.6525
11/2/2016 09:00,2016-02-11T09:00:00,4.559166667,22.72833333,28.55166667,19.78583333
11/2/2016 10:00,2016-02-11T10:00:00,4.898333333,22.73,28.5825,19.88916667
11/2/2016 11:00,2016-02-11T11:00:00,5.484166667,22.7325,28.6025,19.97583333
11/2/2016 12:00,2016-02-11T12:00:00,6.131666667,22.74583333,28.63,19.9875
11/2/2016 13:00,2016-02-11T13:00:00,6.835,22.75,28.655,19.9675
11/2/2016 14:00,2016-02-11T14:00:00,7.033333333,22.75,28.6575,19.94166667
11/2/2016 15:00,2016-02-11T15:00:00,7.193333333,22.75,28.6625,19.95833333
11/2/2016 16:00,2016-02-11T16:00:00,6.9475,22.7525,28.665,19.98666667
11/2/2016 17:00,2016-02-11T17:00:00,6.3375,22.75916667,28.6725,20.03
11/2/2016 18:00,2016-02-11T18:00:00,5.7475,22.75833333,28.65916667,19.9775
11/2/2016 19:00,2016-02-11T19:00:00,5.448333333,22.77333333,28.50666667,19.59
11/2/2016 20:00,2016-02-11T20:00:00,5.088333333,22.78333333,28.3525,19.09166667
11/2/2016 21:00,2016-02-11T21:00:00,4.399166667,22.77833333,28.24583333,18.69833333
11/2/2016 22:00,2016-02-11T22:00:00,4.7875,22.75416667,28.18333333,18.69666667
11/2/2016 23:00,2016-02-11T23:00:00,4.789166667,22.755,28.11833333,18.68166667
12/2/2016 00:00,2016-02-12T00:00:00,4.468333333,22.76666667,28.07083333,18.70833333
12/2/2016 01:00,2016-02-12T01:00:00,4.070833333,22.76083333,28.01416667,18.71666667
12/2/2016 02:00,2016-02-12T02:00:00,3.839166667,22.745,27.96,18.70166667
12/2/2016 03:00,2016-02-12T03:00:00,3.655833333,22.73,27.91583333,18.6675
12/2/2016 04:00,2016-02-12T04:00:00,3.458333333,22.73,27.87416667,18.665
12/2/2016 05:00,2016-02-12T05:00:00,3.369166667,22.73333333,27.84666667,18.675
12/2/2016 06:00,2016-02-12T06:00:00,3.581666667,22.73166667,27.98583333,18.80666667
12/2/2016 07:00,2016-02-12T07:00:00,3.559166667,22.72833333,28.12,19.37083333
12/2/2016 08:00,2016-02-12T08:00:00,3.304166667,22.72,28.215,19.5325
12/2/2016 09:00,2016-02-12T09:00:00,3.880833333,22.72416667,28.2875,19.70916667
12/2/2016 10:00,2016-02-12T10:00:00,4.435,22.73,28.33083333,19.785
12/2/2016 11:00,2016-02-12T11:00:00,5.633333333,22.74166667,28.38916667,19.785
12/2/2016 12:00,2016-02-12T12:00:00,7.120833333,22.76333333,28.44083333,19.86333333
12/2/2016 13:00,2016-02-12T13:00:00,7.804166667,22.77,28.47916667,19.88166667
12/2/2016 14:00,2016-02-12T14:00:00,8.189166667,22.77,28.49166667,19.825
12/2/2016 15:00,2016-02-12T15:00:00,8.345833333,22.76833333,28.525,19.84583333
12/2/2016 16:00,2016-02-12T16:00:00,7.935833333,22.7675,28.5275,19.85
12/2/2016 17:00,2016-02-12T17:00:00,7.403333333,22.77,28.53,19.90083333
12/2/2016 18:00,2016-02-12T18:00:00,6.9375,22.77,28.52416667,19.825
12/2/2016 19:00,2016-02-12T19:00:00,6.638333333,22.7675,28.415,19.52083333
12/2/2016 20:00,2016-02-12T20:00:00,6.775833333,22.76083333,28.34083333,19.4275
12/2/2016 21:00,2016-02-12T21:00:00,6.711666667,22.76916667,28.29333333,19.4075
12/2/2016 22:00,2016-02-12T22:00:00,6.554166667,22.76,28.25083333,19.42666667
12/2/2016 23:00,2016-02-12T23:00:00,6.080833333,22.755,28.2175,19.46083333
13/2/2016 0:00,2016-02-13T00:00:00,5.15,22.74666667,28.18833333,19.52
13/2/2016 1:00,2016-02-13T01:00:00,5.289166667,22.73833333,28.175,19.51833333
13/2/2016 2:00,2016-02-13T02:00:00,5.523333333,22.73,28.14666667,19.5225
13/2/2016 3:00,2016-02-13T03:00:00,5.255,22.7325,28.13666667,19.495
13/2/2016 4:00,2016-02-13T04:00:00,5.029166667,22.74666667,28.12916667,19.39
13/2/2016 5:00,2016-02-13T05:00:00,4.810833333,22.75,28.105,19.29333333
13/2/2016 6:00,2016-02-13T06:00:00,5.025833333,22.75,28.08,19.34083333
13/2/2016 7:00,2016-02-13T07:00:00,5.018333333,22.74666667,28.01833333,18.99916667
13/2/2016 8:00,2016-02-13T08:00:00,5.0425,22.74,27.93583333,18.76833333
13/2/2016 9:00,2016-02-13T09:00:00,5.436666667,22.735,27.86416667,18.66916667
13/2/2016 10:00,2016-02-13T10:00:00,6.2175,22.73916667,27.81583333,18.68166667
13/2/2016 11:00,2016-02-13T11:00:00,7.155833333,22.72083333,27.79833333,18.625
13/2/2016 12:00,2016-02-13T12:00:00,7.850833333,22.72083333,27.78,18.60666667
13/2/2016 13:00,2016-02-13T13:00:00,9.199166667,22.73333333,27.78,18.5925
13/2/2016 14:00,2016-02-13T14:00:00,9.353333333,22.74416667,27.78166667,18.58166667
13/2/2016 15:00,2016-02-13T15:00:00,9.006666667,22.74833333,27.75166667,18.57416667
13/2/2016 16:00,2016-02-13T16:00:00,8.791666667,22.75083333,27.7725,18.5925
13/2/2016 17:00,2016-02-13T17:00:00,8.3225,22.76333333,27.75,18.58083333
13/2/2016 18:00,2016-02-13T18:00:00,7.5875,22.75583333,27.7525,18.6025
13/2/2016 19:00,2016-02-13T19:00:00,7.168333333,22.75583333,27.775,18.83416667
13/2/2016 20:00,2016-02-13T20:00:00,7.031666667,22.7525,27.79333333,19.18833333
13/2/2016 21:00,2016-02-13T21:00:00,7.289166667,22.7475,27.8425,19.01333333
13/2/2016 22:00,2016-02-13T22:00:00,6.8975,22.74916667,27.8475,18.97083333
13/2/2016 23:00,2016-02-13T23:00:00,6.3475,22.745,27.845,18.96333333
14/2/2016 0:00,2016-02-14T00:00:00,6.359166667,22.74,27.8475,19.00083333
14/2/2016 1:00,2016-02-14T01:00:00,6.495,22.74,27.84,18.9875
14/2/2016 2:00,2016-02-14T02:00:00,6.828333333,22.74,27.8275,18.935
14/2/2016 3:00,2016-02-14T03:00:00,6.776666667,22.7425,27.825,19.025
14/2/2016 4:00,2016-02-14T04:00:00,6.416666667,22.74,27.8225,19.01833333
14/2/2016 5:00,2016-02-14T05:00:00,6.353333333,22.74083333,27.81333333,18.91833333
14/2/2016 6:00,2016-02-14T06:00:00,6.274166667,22.74083333,27.8,18.87916667
14/2/2016 7:00,2016-02-14T07:00:00,5.786666667,22.74416667,27.79166667,18.90833333
14/2/2016 8:00,2016-02-14T08:00:00,5.471666667,22.75,27.79166667,19.01166667
14/2/2016 9:00,2016-02-14T09:00:00,6.351666667,22.75,27.78,18.9925
14/2/2016 10:00,2016-02-14T10:00:00,7.896666667,22.75,27.77,18.95416667
14/2/2016 11:00,2016-02-14T11:00:00,8.228333333,22.75166667,27.775,18.90083333
14/2/2016 12:00,2016-02-14T12:00:00,7.285833333,22.75166667,27.755,18.9075
14/2/2016 13:00,2016-02-14T13:00:00,6.474166667,22.75416667,27.7725,18.95666667
14/2/2016 14:00,2016-02-14T14:00:00,6.6225,22.75833333,27.765,18.95166667
14/2/2016 15:00,2016-02-14T15:00:00,6.379166667,22.76083333,27.77,18.99416667
14/2/2016 16:00,2016-02-14T16:00:00,7.294166667,22.7425,27.77,18.95166667
14/2/2016 17:00,2016-02-14T17:00:00,6.969166667,22.7325,27.74666667,18.93916667
14/2/2016 18:00,2016-02-14T18:00:00,6.598333333,22.73083333,27.75,18.9525
14/2/2016 19:00,2016-02-14T19:00:00,6.02,22.73083333,27.75,18.96833333
